,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0009986,CC,GO:0009986,cell surface,12/5953,15/26704,0.8,3.58864438098438,5.37131132724988,3.41231957645137e-06,1.54171065201116e-05,6.44813718314843e-06,818030/842189/843432/836213/839287/823721/818457/825111/823808/838363/818458/818390,12
GO:0099023,CC,GO:0099023,vesicle tethering complex,36/5953,81/26704,0.444444444444444,1.9936913227691,4.79726781983893,7.68165372996199e-06,3.34955831248343e-05,1.40093807315096e-05,835046/823924/832505/841847/824597/835217/843512/818380/828005/828155/831491/831488/843468/831809/828060/827690/838891/841472/835956/837804/843677/819408/828587/841164/824651/824831/844020/829815/821058/815962/841539/835565/816627/837556/819661/830984,36
GO:0000347,CC,GO:0000347,THO complex,11/5953,14/26704,0.785714285714286,3.52456144560966,5.06062469454705,1.23304736527029e-05,5.13769735529286e-05,2.14881938509091e-05,839081/816462/821174/830846/816142/815415/831542/841056/828153/834492/834670,11
GO:0010287,CC,GO:0010287,plastoglobule,27/5953,57/26704,0.473684210526316,2.12485522558286,4.55342671292451,2.54859062830052e-05,9.78803044215615e-05,4.09380080247373e-05,829266/831587/826935/820681/827655/822204/834273/830052/816672/832116/830325/839869/824654/826626/824246/836789/837455/842446/828183/840021/826551/828181/825489/815055/826892/828996/822203,27
GO:0031201,CC,GO:0031201,SNARE complex,25/5953,52/26704,0.480769230769231,2.15663724818773,4.47159433857827,3.67960419252565e-05,0.000139378946686578,5.82946331404915e-05,835112/844050/819740/824597/833947/830461/822557/827505/831546/824785/832756/839208/841599/838193/822024/837737/835918/830702/841850/819128/821008/818086/837378/841244/816342,25
GO:0019897,CC,GO:0019897,extrinsic component of plasma membrane,9/5953,11/26704,0.818181818181818,3.6702044805522,4.7442833986604,4.76186745667492e-05,0.000175068656495401,7.3221697734217e-05,835934/841357/817170/819889/822098/825532/825517/829597/816878,9
GO:0120114,CC,GO:0120114,Sm-like protein family complex,36/5953,89/26704,0.404494382022472,1.81448311398086,4.12232574746786,8.99196257176205e-05,0.000309356510496401,0.000129387003688319,821504/831610/823865/831541/821276/841057/839314/831486/825150/819377/824230/844347/842312/835215/832834/834945/844021/827792/819950/814913/828163/838495/818985/836350/821913/816389/842881/841880/816925/837206/819371/843963/829145/820323/827077/829156,36
GO:1990204,CC,GO:1990204,oxidoreductase complex,48/5953,134/26704,0.358208955223881,1.60685569297808,3.77198977149746,0.000245000507992314,0.000785258038436903,0.000328430730462031,830819/824385/821084/3770570/820199/831184/824029/822343/841147/820896/838545/819070/842836/839465/818821/829622/816575/823793/820406/832736/818752/817630/816715/839891/820951/841221/834060/822181/818664/829438/824832/840346/819705/827223/828984/824246/844245/836789/3768499/818532/818104/837178/824699/840141/837974/827877/825866/821143,48
GO:0048475,CC,GO:0048475,coated membrane,28/5953,68/26704,0.411764705882353,1.84709637256549,3.74611606776159,0.000369419920350262,0.00112628024497031,0.000471061772633196,816605/839943/820001/841666/816678/837616/820842/818918/839378/831021/831043/819896/823559/829276/828105/827055/816245/842497/834387/829596/824714/829275/828557/842372/817291/840060/842086/818594,28
GO:0005667,CC,GO:0005667,transcription regulator complex,51/5953,147/26704,0.346938775510204,1.55629985910037,3.6224847386203,0.000388121272435507,0.00116436381730652,0.000486990059729604,838932/828656/826093/840169/829409/820092/843614/838316/824502/817845/820094/821640/820484/843733/821335/844241/828657/834139/831762/834330/829584/832140/820168/819634/832586/831124/831847/842993/819133/832113/821831/821689/829706/818472/819117/819738/831902/829206/838384/821221/824019/831348/823971/835252/827101/834815/821437/830293/824865/818723/824864,51
GO:0034518,CC,GO:0034518,RNA cap binding complex,9/5953,13/26704,0.692307692307692,3.10555763739033,4.06709991534251,0.000397070869952111,0.00118175854152414,0.000494265326840973,817252/831929/815840/825194/835897/833534/834443/839832/839836,9
GO:0042175,CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,91/5953,297/26704,0.306397306397306,1.3744387149393,3.47558482203473,0.000496183661877038,0.00142037307789228,0.000594064810121966,835112/836333/834789/823884/832040/818077/842951/828463/829403/832259/829054/816666/833947/823767/841465/824256/817501/825231/822557/825329/817170/844334/819122/843124/843070/819959/838646/839805/831748/825823/827642/827863/838226/828209/831028/818909/830729/841232/839208/825015/831801/839153/835438/837737/824718/827341/832507/814701/842476/829556/836801/843449/830381/5007658/843972/818001/817488/821008/826452/828329/829478/822349/831606/840336/826819/837254/834323/819779/843982/830912/828311/842673/818086/817694/842541/824702/826539/837147/841244/838744/828374/834291/831170/824460/827774/837990/829617/820828/828569/821191/837117,91
GO:0031248,CC,GO:0031248,protein acetyltransferase complex,27/5953,66/26704,0.409090909090909,1.8351022402761,3.63822256549679,0.000527780478118116,0.00148266758785392,0.000620119215691886,829101/822086/822085/843571/836877/2745841/838316/829532/820484/832306/844241/844243/830946/835971/839562/839455/836899/822367/820168/841881/835958/815974/815566/830834/829882/843534/819840,27
GO:1902493,CC,GO:1902493,acetyltransferase complex,27/5953,66/26704,0.409090909090909,1.8351022402761,3.63822256549679,0.000527780478118116,0.00148266758785392,0.000620119215691886,829101/822086/822085/843571/836877/2745841/838316/829532/820484/832306/844241/844243/830946/835971/839562/839455/836899/822367/820168/841881/835958/815974/815566/830834/829882/843534/819840,27
GO:0005838,CC,GO:0005838,proteasome regulatory particle,15/5953,31/26704,0.483870967741935,2.17055103688571,3.49271960863121,0.00121485043837493,0.00300415158936094,0.00125647322614675,817200/841812/829025/838609/835941/839789/837431/842760/830019/834316/832121/816580/830463/816533/834209,15
GO:0022624,CC,GO:0022624,proteasome accessory complex,15/5953,31/26704,0.483870967741935,2.17055103688571,3.49271960863121,0.00121485043837493,0.00300415158936094,0.00125647322614675,817200/841812/829025/838609/835941/839789/837431/842760/830019/834316/832121/816580/830463/816533/834209,15
GO:0098797,CC,GO:0098797,plasma membrane protein complex,17/5953,37/26704,0.459459459459459,2.06104575934914,3.45920539418452,0.0012151854185968,0.00300415158936094,0.00125647322614675,816605/820001/837391/841357/817170/825532/825517/825079/829597/817755/816878/818594/831140/838568/814640/835320/832987,17
GO:0009368,CC,GO:0009368,endopeptidase Clp complex,7/5953,10/26704,0.7,3.14006383336133,3.62533674983509,0.00171357579983211,0.00417266834374702,0.00174520023359524,837432/814868/827412/839433/834575/837797/837719,7
GO:0000152,CC,GO:0000152,nuclear ubiquitin ligase complex,15/5953,34/26704,0.441176470588235,1.97903182774874,3.05951942802117,0.00378248928635759,0.00864752348861262,0.00361678877137763,839413/834923/817857/831230/825502/834451/815664/844213/823970/827854/839329/828045/816345/843651/819908,15
GO:0030008,CC,GO:0030008,TRAPP complex,7/5953,11/26704,0.636363636363636,2.85460348487394,3.29516506637182,0.00380491033498955,0.00864752348861262,0.00361678877137763,831488/819408/821058/841539/835565/816627/819661,7
GO:0101031,CC,GO:0101031,protein folding chaperone complex,8/5953,14/26704,0.571428571428571,2.56331741498884,3.13375724305156,0.00491602380592716,0.0109083368474715,0.00456236404287229,832259/821159/832705/821346/839066/819549/820356/823919,8
GO:0098798,CC,GO:0098798,mitochondrial protein-containing complex,61/5953,209/26704,0.291866028708134,1.30925422990459,2.40400454054513,0.0118070637799905,0.0234267138491876,0.00979812031867775,816911/843607/831104/830819/837265/821084/3770570/829337/819012/825097/825463/831184/824029/822343/841147/820896/838545/821088/819070/837298/842836/838623/839465/835645/818821/829622/837232/838258/830147/816575/824118/823793/836588/818152/827418/838024/820406/832736/833956/821352/834420/825888/821078/820172/841221/841365/830698/844111/844294/834658/842727/838332/831041/833976/825134/825797/834005/828951/817947/843836/839781,61
GO:0033176,CC,GO:0033176,proton-transporting V-type ATPase complex,10/5953,24/26704,0.416666666666667,1.86908561509603,2.28141201190624,0.0263418512935746,0.0481863133419047,0.0201537142117721,838579/830047/817400/843934/825042/828471/822503/816680/821130/835622,10
GO:0003735,MF,GO:0003735,structural constituent of ribosome,221/5924,300/26522,0.736666666666667,3.29808800360117,21.4676409132162,1.59180964340861e-80,1.24638695078894e-77,8.10985123589228e-78,826391/819012/820120/835313/832141/844401/840211/838245/821088/844414/837298/824070/819777/838163/820560/835955/840916/837291/829217/819018/830900/829701/843746/816243/818304/843569/835342/825248/824062/824541/824468/837232/828462/839511/833970/832832/832151/820367/822138/839407/819179/821787/838258/831853/830147/843744/816314/823747/824511/823891/836588/830075/833518/834154/818011/827375/817719/830837/822081/843063/836586/837407/819897/832848/827418/821120/840071/828817/838024/815456/830359/818646/821405/818871/832839/824683/824153/816525/824554/831956/821352/818932/829298/818188/825039/835607/838435/834844/819725/829920/820296/824424/824801/843298/839564/832455/814652/842161/841363/837981/841660/839410/835772/839038/819722/835834/837486/837036/818337/831372/821078/835796/826637/827451/818524/818295/824425/816696/828729/818947/831724/830810/823515/818531/838331/836535/824054/823638/818771/819595/821816/832419/820853/843397/828004/831405/835387/832439/836238/828167/834934/816564/820324/844129/840799/822524/827159/831907/839630/834821/819652/817766/820107/825283/824741/837218/831432/829064/844111/824694/836188/832844/819855/818654/834658/824556/826931/830600/838332/829607/824768/818234/825524/827074/818874/816355/821567/828679/831195/833976/820974/825134/844199/833138/835549/834005/828951/824588/843871/822405/819853/831997/829203/834097/829614/822403/817947/816491/831282/843836/836647/841255/837243/839781/839273/822335/843189/820750/817910/840472/820500/818905/822189/827471/842759/831655/823623/840194/827947/816943/834765,221
GO:0042802,MF,GO:0042802,identical protein binding,205/5924,416/26522,0.492788461538462,2.20623490494988,13.2983676625788,5.4021179204913e-34,1.40995277724823e-31,9.17412306497469e-32,835934/834160/821056/837357/821138/835916/820001/822244/842951/841427/835169/821248/837775/827923/817858/828222/832018/820530/829506/843763/844272/820529/821081/819971/839984/837479/833676/840452/821930/832217/841186/837322/841968/834562/817857/7922386/838997/843677/828587/837859/841405/815842/831635/829149/825463/818118/824909/816399/819921/841418/822416/839401/834569/829706/826470/830399/824147/838452/843271/831314/829123/827510/832549/839257/818821/817265/819633/832797/841665/833552/822573/818091/844399/818594/834722/821096/837498/818340/828568/839489/831919/843513/834961/832467/836506/835863/831757/819878/820729/834426/832371/826364/831373/816795/820573/822444/819182/837716/827940/816538/838318/835926/824086/844395/828311/837685/828556/831108/841411/819294/830609/825403/823721/817894/842534/824251/816667/828469/5007942/821877/821055/831638/820898/834676/835702/821097/828301/844318/833972/838006/814784/825111/834666/816999/824253/834255/823897/819826/819358/834060/820082/829175/837654/838363/841269/843805/837483/838033/830879/839964/837921/836656/839248/827230/820136/834757/819010/816018/840545/827103/820793/825356/817361/836699/844047/843595/843861/825368/821509/841099/827774/829286/814707/836666/823847/832987/828475/834390/841670/815963/830287/818503/824034/835621/828388/829029/5007704/834288/831457/835567/820870/824441/817145/841842/839568/841717/827479/839570/816812/835618/828774/818887/834623/817439/818596,205
GO:0019843,MF,GO:0019843,rRNA binding,45/5924,64/26522,0.703125,3.14792053511141,9.22613142538901,3.72142406587697e-16,5.82775008716333e-14,3.79193525870411e-14,840211/829701/818304/825248/837232/828462/839511/833970/820367/822138/824511/841726/843356/837407/818932/820296/837981/826559/831372/826637/827333/820785/818295/819424/821816/837128/828167/824885/824694/836188/832844/834658/838332/837836/834701/819817/816355/821567/820974/836779/841255/820750/842759/831655/840194,45
GO:0044877,MF,GO:0044877,protein-containing complex binding,170/5924,453/26522,0.375275938189845,1.68012633907344,7.83008460597543,1.20428518982746e-13,1.57159217272484e-11,1.02258602083595e-11,825397/817259/823960/819210/841427/838879/829054/827392/842855/841357/841596/844312/817200/832171/3770404/817170/823578/839267/818270/836883/830533/824564/839805/830498/820484/838277/831407/833676/830308/843733/825823/831889/844241/824908/840338/819410/834510/815823/833835/842529/833712/844273/839455/831487/817721/819965/842655/843934/825896/820743/837876/826665/825015/831635/830430/817278/842058/831230/829117/830307/825502/819993/814740/818773/819814/826760/829139/820318/821873/829456/831142/820389/828165/828770/841418/822505/835198/827336/829461/828303/827933/823150/816878/827792/836104/823743/839203/836217/830376/821025/836845/818657/830834/841528/835633/816263/830165/838801/817292/840123/821850/839398/838388/828582/823814/830483/829882/836506/814686/816548/834975/837409/823744/838462/816795/826875/838188/825124/821195/839410/819185/827640/841284/839791/821338/822079/837558/823286/832829/842157/829625/818650/822136/843509/822101/838055/817246/828004/830766/822157/841910/818463/834821/834889/819717/828831/818903/843797/824621/819943/832503/817956/835166/825358/823287/816346/829192/816940/843491/836779/816085/836109/820478/834901/825494/835615/816317/828037/818577/827927,170
GO:0016853,MF,GO:0016853,isomerase activity,104/5924,253/26522,0.411067193675889,1.84036531240242,7.20272035954199,1.50286327020937e-11,1.65948001857588e-09,1.07977190158059e-09,819360/835624/821718/837507/837311/838927/838593/828159/840314/829022/819648/841810/827088/828145/836889/822117/844236/829443/822115/814654/828816/824391/831505/842752/836185/837193/824710/838625/830289/836104/815275/842603/835188/843410/835061/831707/831314/820185/819880/817582/838630/822573/833461/829639/824678/829167/843937/839817/826975/820238/837510/820189/821972/837626/826769/821456/831297/824773/836262/837888/815134/827001/844234/828762/827089/820656/830442/835105/831151/830139/828564/816652/827727/819639/844237/821965/830409/842341/824634/837292/818500/821137/830029/828265/822168/835257/824034/842785/830126/825492/837696/838468/818195/842776/828160/825376/835806/841984/835615/843903/841787/835823/834607/830881,104
GO:0019899,MF,GO:0019899,enzyme binding,140/5924,373/26522,0.375335120643432,1.6803913014357,7.09701252741952,1.69550959752325e-11,1.65948001857588e-09,1.07977190158059e-09,819048/836528/835379/830499/818982/816198/840126/821504/831020/825330/816147/834376/844312/825648/836298/821514/817688/834213/827210/836496/839226/817170/831021/831565/829587/825353/828820/825807/831043/820997/842807/839506/835411/824455/832184/841057/839621/820048/832048/839158/844335/822566/817400/837423/842395/835429/838576/824972/821521/836481/842854/832734/822537/834663/836236/819225/837432/816680/823958/828764/839401/821831/831959/816366/829706/827412/843271/828791/827510/837677/839433/840380/833552/834575/836408/838388/818189/818208/831757/818787/844137/817684/837797/825398/825654/840023/824599/816290/829437/825487/819077/831882/829600/819323/818173/829016/826814/841284/823959/821338/821705/814714/834756/821742/824425/835759/843546/835697/833930/832270/817340/832494/839010/838598/837719/829484/820082/831151/825528/824636/843917/831164/835972/829750/834757/823811/817341/837805/827240/824510/819676/834439/823871/826909/817837/827479/819082/836628/820883/844173,140
GO:0003682,MF,GO:0003682,chromatin binding,91/5924,215/26522,0.423255813953488,1.89493428387482,7.06585399323591,4.23395206939164e-11,3.45183924213014e-09,2.24600415835315e-09,817259/823960/819210/827392/842855/844312/823578/818270/820484/831407/833676/830308/843733/831889/844241/819410/834510/815823/842529/833712/844273/839455/831487/817721/819965/842655/820743/826665/831635/817278/829117/830307/825502/819993/814740/819814/826760/821873/831142/820389/828165/828770/841418/822505/835198/827336/828303/827933/823150/836104/830376/821025/836845/818657/830834/841528/816263/830165/817292/839398/829882/836506/814686/834975/837409/838462/826875/825124/827640/822079/823286/832829/842157/818650/822101/838055/817246/841910/818463/828831/818903/843797/824621/832503/817956/835166/825358/823287/816346/836109/816317,91
GO:0043621,MF,GO:0043621,protein self-association,61/5924,124/26522,0.491935483870968,2.20241608764784,7.1973074390466,4.40847923643696e-11,3.45183924213014e-09,2.24600415835315e-09,837252/831197/831213/841427/835150/833746/843763/832735/830533/840339/824259/839455/828635/816647/827341/830381/839401/830399/820961/818657/821096/824118/843141/843110/837470/818787/843442/830899/816448/817499/818173/841140/826859/827228/821456/838161/821452/819424/837128/821303/831638/821097/842654/834255/829484/827261/818197/840545/823811/824576/836699/821399/843915/831490/841843/835621/823681/836093/824441/827457/835815,61
GO:0016168,MF,GO:0016168,chlorophyll binding,19/5924,21/26522,0.904761904761905,4.05065753512749,7.50001131958113,5.45926098763098e-11,3.88600123028641e-09,2.52849982585014e-09,816733/818599/829567/839870/823901/839871/830325/839869/824654/826626/815058/842446/825320/841033/820043/818006/815055/838151/822391,19
GO:0030674,MF,GO:0030674,protein-macromolecule adaptor activity,106/5924,267/26522,0.397003745318352,1.77740265586316,6.84676757319537,1.13485893034329e-10,7.40495452048995e-09,4.8181730025101e-09,835112/827954/827305/819550/829403/837584/820831/819740/823316/816762/833947/824980/830461/843571/836877/841978/822557/831354/842283/826675/820074/829532/820484/827505/831546/844241/824785/837426/831762/837804/842529/843342/825344/832756/833712/837027/836543/819965/839208/829597/817830/844117/816245/832140/838193/822024/824340/819634/836867/842765/819993/837737/821521/833693/815974/826760/838019/835918/830381/841285/840060/830702/827336/832690/827933/841850/819128/839401/825815/832113/821689/827091/821008/826470/814776/843196/821025/838515/830834/822001/831902/838388/841922/821342/817369/821673/843844/826690/841284/821338/818086/832968/829364/838057/827261/837378/834757/832503/841244/842341/837538/839300/834815/816342/827479/818887,106
GO:0003924,MF,GO:0003924,GTPase activity,86/5924,205/26522,0.419512195121951,1.87817394311688,6.76907354703387,2.46362522803865e-10,1.48386042581097e-08,9.6550170880219e-09,827468/826966/838957/836105/821868/821415/829506/834213/838048/817170/815898/820149/824649/838100/836652/834552/840987/844015/832124/818010/824529/829597/829740/821079/842058/818468/823749/836603/830106/838320/832814/825490/820345/816354/841658/824149/816878/834459/844416/835612/836161/842086/820855/844136/833747/843064/842573/836408/839398/831817/827837/837091/816290/819077/836892/819185/829016/831810/823959/836390/838263/819929/838293/823899/838598/830273/816724/841748/843917/843911/829750/839248/818197/821509/839493/831975/836391/835621/832451/824292/828174/817504/824441/831100/838590/838880,86
GO:0005525,MF,GO:0005525,GTP binding,66/5924,148/26522,0.445945945945946,1.99651897001661,6.51956129853067,1.44969018247528e-09,6.67710242869498e-08,4.34458234252654e-08,827468/826966/838957/836105/821868/817170/820149/842807/824649/836652/837606/825517/844015/832124/829740/821079/818468/823749/830106/838320/832814/825490/816354/824149/816878/834459/844416/835612/842086/833747/842573/836408/839398/827837/837091/826585/816290/819077/836892/829016/825338/823959/836390/838263/841425/827154/838598/830445/816724/832098/843917/843911/829750/839248/818197/821509/839493/831975/835621/832451/824292/817504/824441/831100/838590/838880,66
GO:0019001,MF,GO:0019001,guanyl nucleotide binding,66/5924,148/26522,0.445945945945946,1.99651897001661,6.51956129853067,1.44969018247528e-09,6.67710242869498e-08,4.34458234252654e-08,827468/826966/838957/836105/821868/817170/820149/842807/824649/836652/837606/825517/844015/832124/829740/821079/818468/823749/830106/838320/832814/825490/816354/824149/816878/834459/844416/835612/842086/833747/842573/836408/839398/827837/837091/826585/816290/819077/836892/829016/825338/823959/836390/838263/841425/827154/838598/830445/816724/832098/843917/843911/829750/839248/818197/821509/839493/831975/835621/832451/824292/817504/824441/831100/838590/838880,66
GO:0032561,MF,GO:0032561,guanyl ribonucleotide binding,66/5924,148/26522,0.445945945945946,1.99651897001661,6.51956129853067,1.44969018247528e-09,6.67710242869498e-08,4.34458234252654e-08,827468/826966/838957/836105/821868/817170/820149/842807/824649/836652/837606/825517/844015/832124/829740/821079/818468/823749/830106/838320/832814/825490/816354/824149/816878/834459/844416/835612/842086/833747/842573/836408/839398/827837/837091/826585/816290/819077/836892/829016/825338/823959/836390/838263/841425/827154/838598/830445/816724/832098/843917/843911/829750/839248/818197/821509/839493/831975/835621/832451/824292/817504/824441/831100/838590/838880,66
GO:0019207,MF,GO:0019207,kinase regulator activity,51/5924,109/26522,0.467889908256881,2.09476302275304,6.14206557921161,1.44983005639392e-08,6.30676074531355e-07,4.10361255727869e-07,821408/827702/816782/823531/837423/835809/824121/7922308/842993/827510/817831/830330/824169/826806/829564/834920/838127/829904/824226/843964/841124/829714/834284/831404/834324/830326/839410/828000/836861/822079/841126/838202/830502/843357/817340/828004/834821/838650/841014/832243/828385/820325/836667/832692/817217/827095/817341/828213/844377/818314/818522,51
GO:0046982,MF,GO:0046982,protein heterodimerization activity,57/5924,133/26522,0.428571428571429,1.91873251663934,5.69630699919716,1.01221569311947e-07,4.17139414585551e-06,2.71419609678573e-06,820850/818816/828219/838316/824502/839984/832038/7922386/817141/834330/829584/832373/820168/825107/820427/836680/831847/818472/832549/841528/837417/818402/817292/841922/843141/834961/819878/838833/836175/837409/834284/818324/826690/839077/828556/843875/836466/832829/824019/829611/841910/818463/828831/823741/837293/824621/837921/816329/835166/840545/830164/827101/834815/836109/836661/834343/832352,57
GO:0140993,MF,GO:0140993,histone modifying activity,51/5924,115/26522,0.443478260869565,1.98547103895723,5.67967125429491,1.26201510418721e-07,4.94078913289291e-06,3.21481742329794e-06,844066/839963/840169/822085/831543/820484/830744/839393/844241/820572/834246/830303/824393/821132/842529/831937/817721/842655/835098/837093/843641/837366/819993/816905/823594/836431/828165/821382/827933/830376/830834/834422/820577/819021/817331/834961/819878/820407/829240/817129/830543/829210/823605/829419/820727/819593/829484/819157/816486/832503/821437,51
GO:0008320,MF,GO:0008320,protein transmembrane transporter activity,30/5924,55/26522,0.545454545454545,2.44202320299552,5.74104803155748,2.05443342236485e-07,6.99400595526816e-06,4.55078158546722e-06,843607/844334/839805/825463/838623/835645/818821/838767/824118/827922/834420/839374/823827/817429/814640/820172/832327/835320/816386/820876/844294/836579/827553/839248/819589/828494/831041/830369/827144/828774,30
GO:0022884,MF,GO:0022884,macromolecule transmembrane transporter activity,30/5924,55/26522,0.545454545454545,2.44202320299552,5.74104803155748,2.05443342236485e-07,6.99400595526816e-06,4.55078158546722e-06,843607/844334/839805/825463/838623/835645/818821/838767/824118/827922/834420/839374/823827/817429/814640/820172/832327/835320/816386/820876/844294/836579/827553/839248/819589/828494/831041/830369/827144/828774,30
GO:0016407,MF,GO:0016407,acetyltransferase activity,52/5924,121/26522,0.429752066115702,1.92401828114798,5.46327429799257,3.2469189184359e-07,9.77822120436657e-06,6.36238362964767e-06,840169/822085/831543/824385/828639/820274/820484/834677/844241/824393/821132/832191/839562/816822/835098/815157/819993/836523/828165/832181/819834/843359/840099/816271/830834/818488/839016/815030/824593/828918/843534/818606/841863/830559/834876/837247/829267/829913/820727/822181/827743/818857/832503/842373/835974/827902/840346/825412/828479/817552/818349/821437,52
GO:0140318,MF,GO:0140318,protein transporter activity,30/5924,56/26522,0.535714285714286,2.39841564579917,5.61792684329517,3.47974865902121e-07,1.00912711111615e-05,6.56607544236361e-06,843607/844334/839805/825463/838623/835645/818821/838767/824118/827922/834420/839374/823827/817429/814640/820172/832327/835320/816386/820876/844294/836579/827553/839248/819589/828494/831041/830369/827144/828774,30
GO:0003727,MF,GO:0003727,single-stranded RNA binding,38/5924,79/26522,0.481012658227848,2.15351413259942,5.5064417412519,4.01247925700157e-07,1.04725708607741e-05,6.81417529960969e-06,828491/829557/829866/829822/842382/842216/821447/828165/836651/835581/820961/827142/841399/817131/834236/830322/830899/841384/835090/821862/821966/822397/843129/826714/818299/836751/829972/838591/824246/836789/828579/829949/837243/824514/825489/837178/816705/821469,38
GO:0008237,MF,GO:0008237,metallopeptidase activity,43/5924,94/26522,0.457446808510638,2.04800882095192,5.45866775573768,4.19234516137062e-07,1.05890524559781e-05,6.88996624143763e-06,842042/817154/836138/829446/837451/827049/844361/837265/821084/843733/816954/843499/828209/819132/844347/825169/819866/820896/842071/830463/817128/822165/829216/835398/821139/830919/843094/842291/821451/832094/817809/817646/841387/835228/820876/844294/837887/836579/829858/819589/833476/828494/818093,43
GO:0003697,MF,GO:0003697,single-stranded DNA binding,38/5924,82/26522,0.463414634146341,2.07472703018725,5.22714224265125,1.29970896946747e-06,3.08385491846373e-05,2.00656823356381e-05,817756/843763/826554/836267/834117/831525/821187/824147/820177/836845/831369/815890/816142/815415/842079/821389/841056/816985/828153/827651/826707/816632/843467/834492/821860/822101/830024/836221/834670/832208/821862/814803/830696/821966/817404/834508/824379/816705,38
GO:0005507,MF,GO:0005507,copper ion binding,71/5924,191/26522,0.371727748691099,1.66424094375175,4.94081502299775,2.26765064340229e-06,5.22226604054117e-05,3.39796566998982e-05,843763/824459/834430/826595/843989/841347/820046/841563/820770/837606/838889/818849/821050/820922/842058/827276/829737/825317/844291/824710/837904/824631/844399/817637/841757/830336/829490/832235/843948/831660/831928/831882/839053/832253/820263/825888/844282/828627/817636/838079/819353/842536/837274/838063/831638/829510/841221/821977/828290/820082/840058/820890/836826/832195/840545/840792/817365/820140/838544/815152/830015/825414/843029/826851/843942/825494/840056/838622/820771/831816/828613,71
GO:0042393,MF,GO:0042393,histone binding,47/5924,112/26522,0.419642857142857,1.87875892254268,4.99786480691315,2.63001313122272e-06,5.83227241473854e-05,3.79487779624044e-05,820463/837382/823316/833475/816147/842855/830498/831889/834510/815823/821132/824897/844273/819910/839455/822367/820743/831635/817278/821075/841881/843646/826760/828770/822505/842992/828303/832690/836104/814776/829882/837107/833791/829657/842858/838462/826875/833951/824873/842157/817340/826539/816179/820727/843797/826420/817341,47
GO:2001070,MF,GO:2001070,starch binding,10/5924,11/26522,0.909090909090909,4.0700386716592,5.46156465906398,2.69457024894151e-06,5.83227241473854e-05,3.79487779624044e-05,837221/818682/837716/840847/814965/833975/824742/832706/824383/820265,10
GO:0051287,MF,GO:0051287,NAD binding,36/5924,78/26522,0.461538461538462,2.06632732561159,5.0578298061945,2.7559907962366e-06,5.83227241473854e-05,3.79487779624044e-05,841875/828222/844314/819378/831330/829022/815842/824520/836047/844291/836509/839401/817332/837904/844326/817690/838140/818752/839053/840006/844395/844282/822277/833928/822139/839197/837811/834060/818664/834771/840895/843129/821482/831270/837848/838342,36
GO:0008092,MF,GO:0008092,cytoskeletal protein binding,109/5924,330/26522,0.33030303030303,1.47878071736951,4.69352608435088,4.70837692656399e-06,9.70173456184106e-05,6.3126161563905e-05,817600/835928/843166/830324/841357/829506/832171/834213/818380/838048/3770404/815898/839267/836883/834184/843224/828972/843412/824908/839306/843934/837876/818131/817602/837398/818773/829139/829456/820345/820999/821947/823743/816495/837799/841493/816792/838034/835633/835011/836370/826968/841511/817411/838801/821850/835234/816676/824500/826806/839083/816548/825867/820128/827075/838418/831988/831628/842245/823744/841880/831404/827682/838777/819697/829600/843134/838571/828783/836773/828826/841412/831810/821494/837558/828171/822136/843509/835616/830555/814722/836862/819026/839494/827876/822157/834889/819717/829484/820159/824186/841748/817592/828385/829194/819943/829367/823923/825255/821884/821509/838049/824260/831534/818161/834901/827588/835761/828037/818577,109
GO:0016765,MF,GO:0016765,transferase activity, transferring alkyl or aryl (other than methyl) groups,61/5924,161/26522,0.37888198757764,1.6962707755797,4.7522590920788,5.61805527217934e-06,0.000112793263541447,7.33910594260405e-05,844187/816264/831094/819059/842261/818540/830002/828551/829489/834125/828466/825107/834124/825317/839501/831798/838901/5007686/829123/830159/837575/817637/831587/824670/820681/832126/834828/842096/817636/830724/843367/835579/838993/828842/821292/838240/821003/819654/818978/827430/5007993/831532/819010/832073/816377/838203/838544/837576/824345/838290/839602/825486/829617/844288/832872/831586/821203/842354/843175/844167/844173,61
GO:0031491,MF,GO:0031491,nucleosome binding,20/5924,35/26522,0.571428571428571,2.55831002218578,4.94722253338561,8.61637864764461e-06,0.000168665612027643,0.00010974545435421,842855/823578/833676/826665/817278/819814/821873/831142/822505/823150/841528/837409/832829/838055/841910/818463/828831/824621/836109/816317,20
GO:0004693,MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,12/5924,16/26522,0.75,3.35778190411884,5.05919559927156,1.10931364760553e-05,0.000201998275831426,0.000131433979300141,830891/836456/836481/824036/842993/817684/838384/838687/824636/824585/843987/818444,12
GO:0046912,MF,GO:0046912,acyltransferase activity, acyl groups converted into alkyl on transfer,12/5924,16/26522,0.75,3.35778190411884,5.05919559927156,1.10931364760553e-05,0.000201998275831426,0.000131433979300141,819042/837466/838431/826788/835006/819845/843742/837610/842375/832366/832365/831690,12
