"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006986","GO:0006986","response to unfolded protein","12/2105","35/20875",9.74833865853364e-05,0.000910152945844136,0.000653617717987988,"837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115",12
"GO:0034620","GO:0034620","cellular response to unfolded protein","12/2105","35/20875",9.74833865853364e-05,0.000910152945844136,0.000653617717987988,"837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115",12
"GO:0009812","GO:0009812","flavonoid metabolic process","24/2105","105/20875",9.89873980625631e-05,0.000919835727279478,0.000660571315770033,"818902/832524/829559/843842/829560/814904/827208/816173/816041/842956/837365/828669/816040/821710/830996/828896/817157/836480/836477/843462/830320/844193/820292/817382",24
"GO:0034599","GO:0034599","cellular response to oxidative stress","19/2105","74/20875",0.000100278938867098,0.000923146586195087,0.000662948977743092,"821135/820564/842368/834678/838212/842909/837075/837304/843864/840181/825817/816248/819961/837405/836423/840318/836286/836015/842910",19
"GO:0009697","GO:0009697","salicylic acid biosynthetic process","9/2105","21/20875",0.000100749500523829,0.000923146586195087,0.000662948977743092,"832750/843716/843810/830058/824408/820141/836377/828685/831876",9
"GO:0015996","GO:0015996","chlorophyll catabolic process","9/2105","21/20875",0.000100749500523829,0.000923146586195087,0.000662948977743092,"826798/819561/827371/828391/821250/828127/823622/834408/838668",9
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","15/2105","51/20875",0.000101895967687674,0.00092504634260239,0.00066431326981438,"824763/841606/825139/833963/818403/831158/827493/830443/836377/821808/822474/836753/836163/842754/841327",15
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","15/2105","51/20875",0.000101895967687674,0.00092504634260239,0.00066431326981438,"824763/841606/825139/833963/818403/831158/827493/830443/836377/821808/822474/836753/836163/842754/841327",15
"GO:0080136","GO:0080136","priming of cellular response to stress","7/2105","13/20875",0.000103994180522146,0.000931220616493766,0.000668747266132846,"822092/824349/815949/817828/823729/829853/834836",7
"GO:0080142","GO:0080142","regulation of salicylic acid biosynthetic process","7/2105","13/20875",0.000103994180522146,0.000931220616493766,0.000668747266132846,"832750/843716/824408/820141/836377/828685/831876",7
"GO:2000068","GO:2000068","regulation of defense response to insect","7/2105","13/20875",0.000103994180522146,0.000931220616493766,0.000668747266132846,"824763/817495/830142/818403/824408/830443/821808",7
"GO:0170035","GO:0170035","L-amino acid catabolic process","14/2105","46/20875",0.000114641732897753,0.00101528823879302,0.000729119632881552,"831599/833862/814732/814770/830635/829623/829452/828798/834660/816149/838301/837168/843565/835598",14
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process","14/2105","46/20875",0.000114641732897753,0.00101528823879302,0.000729119632881552,"831599/833862/814732/814770/830635/829623/829452/828798/834660/816149/838301/837168/843565/835598",14
"GO:0009932","GO:0009932","cell tip growth","39/2105","209/20875",0.000114928567132408,0.00101528823879302,0.000729119632881552,"834489/828212/837429/831154/843350/839416/828800/836633/820049/817807/842831/828943/831247/820603/831091/837444/833623/842337/816248/842275/820600/819832/818720/825829/822003/819903/824862/820201/827481/821312/819724/834766/820142/838713/824309/821074/821435/831400/833544",39
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","13/2105","41/20875",0.000125671122738427,0.00110523264194063,0.000793712354137435,"837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115/819925",13
"GO:0016050","GO:0016050","vesicle organization","26/2105","120/20875",0.000133170507288871,0.00116286786354819,0.000835102542670992,"840119/828212/833474/839416/825318/824405/814723/836222/837438/824384/844125/816913/820233/842275/837054/820355/814689/828700/838077/834798/815211/825521/836508/839062/817230/814675",26
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","11/2105","31/20875",0.000133405145767457,0.00116286786354819,0.000835102542670992,"837429/836572/840286/814811/834207/840897/816258/832950/820249/837998/824115",11
"GO:0006816","GO:0006816","calcium ion transport","20/2105","82/20875",0.000143588935270246,0.0012461242400105,0.000894892320905219,"830991/834896/831754/821863/834895/825513/817459/824349/817458/817460/819940/829112/829918/824900/839138/839670/837280/842022/837296/819566",20
"GO:0071229","GO:0071229","cellular response to acid chemical","17/2105","64/20875",0.000146276448569986,0.00126387984071435,0.000907643337387171,"830991/838122/834896/832474/834895/817459/817458/837075/828053/817460/838420/819940/821613/844174/820956/819566/821170",17
"GO:0043455","GO:0043455","regulation of secondary metabolic process","18/2105","70/20875",0.00014830040043118,0.00127577200370928,0.000916183581611151,"842880/832145/830416/828364/838136/826844/824408/839418/830018/828834/818706/838668/843161/822338/844383/819423/838824/830626",18
"GO:0051176","GO:0051176","positive regulation of sulfur metabolic process","6/2105","10/20875",0.00015312616831959,0.00131155891995475,0.000941883616574502,"819562/843107/824408/828834/821676/837412",6
"GO:0000165","GO:0000165","MAPK cascade","9/2105","22/20875",0.000155278790156062,0.00131853110606656,0.000946890625997036,"826406/829103/836819/841591/826407/821676/837393/826409/828713",9
"GO:0010200","GO:0010200","response to chitin","9/2105","22/20875",0.000155278790156062,0.00131853110606656,0.000946890625997036,"841606/832660/836103/823752/818064/817923/842281/821717/839666",9
"GO:0006635","GO:0006635","fatty acid beta-oxidation","13/2105","42/20875",0.00016533392194757,0.00139191378733638,0.000999589703542661,"842864/819865/819870/843947/827381/817876/818879/837140/836635/832812/841516/830144/827314",13
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","13/2105","42/20875",0.00016533392194757,0.00139191378733638,0.000999589703542661,"827834/6241037/824802/827563/828943/828444/834484/5008204/842710/826838/820630/839357/837384",13
"GO:0046686","GO:0046686","response to cadmium ion","19/2105","77/20875",0.000177141326799842,0.00148497197359867,0.00106641855865168,"843353/836638/839515/839295/843842/838184/843027/821270/835511/828255/827931/817197/838907/831039/838301/840543/842572/826409/825776",19
"GO:0009682","GO:0009682","induced systemic resistance","11/2105","32/20875",0.000184867237673082,0.00154317143311852,0.00110821394929804,"840190/817628/834101/826860/817626/835828/824807/834768/830154/842733/838438",11
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","59/2105","366/20875",0.000198051276510905,0.00164624900728474,0.00118223813293651,"818902/834475/841567/837112/836638/837968/817357/841015/828500/842108/819288/843027/842651/839942/837111/825476/827905/816031/831554/822697/836216/837059/830979/828355/839418/822462/825831/826884/819567/817426/831419/833302/823794/817697/815080/840272/817872/826855/843776/819903/817814/843450/818128/825650/821182/822338/821312/837189/835258/839686/818258/828953/832220/815007/843203/839292/831400/814643/831970",59
"GO:0009809","GO:0009809","lignin biosynthetic process","15/2105","54/20875",0.000206797660335005,0.00170456648895381,0.00122411828007156,"829955/843126/832145/830416/828364/842479/826844/843600/829779/837304/844421/831183/842478/822338/827912",15
"GO:1903008","GO:1903008","organelle disassembly","15/2105","54/20875",0.000206797660335005,0.00170456648895381,0.00122411828007156,"824489/825794/819816/828287/817103/831870/829174/824876/825452/820142/821453/834630/834415/835056/831594",15
"GO:0009699","GO:0009699","phenylpropanoid biosynthetic process","23/2105","104/20875",0.000230698559353149,0.00186197281191022,0.00133715814010545,"820564/829955/843126/832145/830416/828364/842479/822042/826844/843600/820316/829779/837304/823579/830018/821677/844421/831183/817599/842478/822338/827912/839768",23
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","23/2105","104/20875",0.000230698559353149,0.00186197281191022,0.00133715814010545,"819609/843936/838470/831091/816567/829702/825806/839944/816235/829980/841270/820235/825809/836753/825804/828283/821586/818361/826541/830849/831123/829685/825369",23
"GO:0018209","GO:0018209","peptidyl-serine modification","23/2105","104/20875",0.000230698559353149,0.00186197281191022,0.00133715814010545,"819609/843936/838470/831091/816567/829702/825806/839944/816235/829980/841270/820235/825809/836753/825804/828283/821586/818361/826541/830849/831123/829685/825369",23
"GO:0046149","GO:0046149","pigment catabolic process","9/2105","23/20875",0.000232354817188483,0.00186197281191022,0.00133715814010545,"826798/819561/827371/828391/821250/828127/823622/834408/838668",9
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","9/2105","23/20875",0.000232354817188483,0.00186197281191022,0.00133715814010545,"819130/820307/843208/843810/824408/828967/823964/831345/816913",9
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","9/2105","23/20875",0.000232354817188483,0.00186197281191022,0.00133715814010545,"818506/826973/844299/838472/817206/814729/827481/815004/839907",9
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","44/2105","253/20875",0.0002325103105228,0.00186197281191022,0.00133715814010545,"834475/837112/837968/817357/841015/828500/842108/842651/839942/837111/827905/816031/831554/822697/836216/837059/822462/825831/826884/817426/833302/823794/817697/840272/817872/843776/819903/817814/843450/818128/825650/821182/822338/821312/837189/835258/839686/818258/828953/832220/843203/839292/831400/831970",44
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","20/2105","85/20875",0.000241830339900362,0.00192876829799074,0.00138512668581328,"817022/828364/826844/814770/829566/830457/824629/835480/823601/814980/830154/835571/828815/839103/818986/833436/818588/837168/833841/822529",20
"GO:0009967","GO:0009967","positive regulation of signal transduction","22/2105","98/20875",0.000249523943064412,0.00198210551547134,0.00142343030338952,"822312/839324/814985/817807/832750/825476/824408/838922/843418/843998/828444/814683/843106/843864/824807/821005/817876/830497/826541/836158/824115/831285",22
"GO:0061024","GO:0061024","membrane organization","46/2105","269/20875",0.000252680035170865,0.0019991151376972,0.00143564560249268,"816915/821706/840119/828212/830121/822148/833474/839416/832596/825318/824405/841944/814723/820603/830375/836242/834447/837438/839154/824384/844125/843602/816913/818435/820233/835991/842275/837881/837054/820600/820355/838324/843201/835498/819989/814689/828700/834798/817595/815211/821163/825521/836508/839062/837404/814675",46
"GO:0055074","GO:0055074","calcium ion homeostasis","18/2105","73/20875",0.000262240512813618,0.00206645524097131,0.00148400525988001,"830991/834896/831754/834895/817459/824349/817458/817460/837365/819940/829112/824900/839138/837280/842022/837296/819566/832428",18
"GO:0042592","GO:0042592","homeostatic process","71/2105","466/20875",0.000273507504350659,0.00214665252418645,0.00154159817927149,"830991/834896/828470/831754/842368/837408/834895/842203/817459/824349/817458/844278/842909/831483/821047/827208/817460/820709/821175/837365/825291/823896/819940/844166/818721/834842/829112/828899/824900/843820/842710/844299/842281/829558/816248/839138/831720/838472/827381/829142/835005/823950/842865/820622/822003/837280/837140/842721/843161/842977/838199/842022/814729/838723/832496/836635/815004/824895/842170/824539/821030/840543/837296/819566/839277/820384/834509/832428/842910/828316/839780",71
"GO:0010876","GO:0010876","lipid localization","32/2105","167/20875",0.000276495013322189,0.00216148879462187,0.00155225270637018,"838122/821832/830121/830796/822148/823933/840520/823932/837053/820603/830375/819037/817544/819715/820456/834447/839154/843602/816913/818435/842275/837881/827187/838324/828891/843201/824895/823927/839854/821597/830144/818768",32
"GO:0035966","GO:0035966","response to topologically incorrect protein","13/2105","44/20875",0.000277615945998671,0.00216167357161021,0.00155238540221433,"837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115/819925",13
"GO:0006631","GO:0006631","fatty acid metabolic process","47/2105","278/20875",0.000285035165883241,0.0022107058141338,0.00158759744279766,"821135/843838/6241037/831483/829869/830894/826456/841944/832820/820709/834758/827371/821249/843584/816412/817901/842864/814974/841026/819865/842748/819870/828484/819767/834966/843947/827381/831604/817876/821460/818879/837140/839347/821961/816894/820630/822169/836635/832812/841516/835258/836015/820462/830144/827314/824568/838147",47
"GO:0023056","GO:0023056","positive regulation of signaling","22/2105","99/20875",0.000290719329147892,0.00224594932714254,0.00161290723787313,"822312/839324/814985/817807/832750/825476/824408/838922/843418/843998/828444/814683/843106/843864/824807/821005/817876/830497/826541/836158/824115/831285",22
"GO:1901703","GO:1901703","protein localization involved in auxin polar transport","7/2105","15/20875",0.000325018735933285,0.00249432801838799,0.00179127804259335,"822148/843602/842275/837881/838324/843201/824330",7
"GO:0055046","GO:0055046","microgametogenesis","16/2105","62/20875",0.000325402183109499,0.00249432801838799,0.00179127804259335,"842932/816283/828800/822257/817807/819988/827062/830470/837855/829502/819212/820306/837163/830497/819620/820317",16
"GO:0009860","GO:0009860","pollen tube growth","34/2105","183/20875",0.000331628753366234,0.00253220404702125,0.00181847835383198,"828212/837429/831154/839416/828800/820049/817807/842831/828943/831247/820603/831091/837444/833623/842337/816248/842275/819832/818720/825829/822003/819903/824862/820201/827481/821312/819724/834766/820142/838713/821074/821435/831400/833544",34
"GO:0010817","GO:0010817","regulation of hormone levels","47/2105","280/20875",0.000336787416624072,0.00256166490636842,0.00183963539094799,"816469/823555/829417/843986/816256/835799/822148/832221/819314/837075/827208/830457/836165/821199/841602/842281/824516/841026/843602/830154/835501/842275/831293/835571/828484/837881/829096/839103/820398/838324/843201/822320/838456/824330/838221/817157/829103/829829/832812/830518/823556/843985/818252/844193/837766/823754/831178",47
"GO:0006520","GO:0006520","amino acid metabolic process","62/2105","398/20875",0.00035816761398241,0.0027138084597898,0.00194889584288405,"827024/818902/817022/817180/831599/837082/833862/844329/814732/828364/821817/838352/828726/833738/826844/829715/814770/829566/818489/830457/830635/837543/829623/829452/824629/835480/818721/837444/832075/831024/823601/814980/816270/838739/821049/821995/830154/828798/835571/834660/828815/827841/836558/839103/835005/818986/816149/833436/818588/838301/840543/837168/843565/824484/814906/840454/843436/827506/833841/827122/835598/822529",62
"GO:0006099","GO:0006099","tricarboxylic acid cycle","14/2105","51/20875",0.000381516536870304,0.00287964589131992,0.00206799042368901,"836704/816218/828805/841765/828798/818879/815120/824707/836809/820139/822359/834065/831884/835598",14
"GO:0009850","GO:0009850","auxin metabolic process","17/2105","69/20875",0.000388670858466334,0.00292244882129266,0.00209872894246184,"823555/832221/837075/830457/821199/841602/841026/830154/835501/831293/835571/828484/839103/832812/823556/823754/831178",17
"GO:0098771","GO:0098771","inorganic ion homeostasis","38/2105","215/20875",0.000432914115377325,0.00324274071214194,0.00232874353038673,"830991/834896/831754/834895/842203/817459/824349/817458/821047/817460/821175/837365/823896/819940/844166/829112/828899/824900/842281/839138/831720/838472/837280/843161/842977/842022/832496/815004/824539/840543/837296/819566/839277/820384/834509/832428/828316/839780",38
"GO:0042343","GO:0042343","indole glucosinolate metabolic process","8/2105","20/20875",0.000436444472431033,0.00325680155564066,0.00233884119197491,"6241037/835828/826456/838708/824807/842281/829894/838438",8
"GO:0045324","GO:0045324","late endosome to vacuole transport","13/2105","46/20875",0.00044928626528317,0.00333997714191639,0.00239857295150181,"844033/831682/828782/820233/831551/829059/827706/838077/815211/836508/818422/817230/828241",13
"GO:0007033","GO:0007033","vacuole organization","20/2105","89/20875",0.00046139895641193,0.00340432937876967,0.00244478690091715,"817807/825794/819816/839323/828287/829174/827706/825452/838077/829993/836827/820647/821453/830497/834630/825369/817230/834415/820317/831594",20
"GO:0009063","GO:0009063","amino acid catabolic process","20/2105","89/20875",0.00046139895641193,0.00340432937876967,0.00244478690091715,"831599/833862/814732/814770/829566/830635/829623/829452/838739/830154/828798/834660/827841/816149/818588/838301/837168/843565/814906/835598",20
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","17/2105","70/20875",0.000465770816704027,0.00342376309293632,0.00245874303868897,"830991/834896/831754/834895/817459/824349/817458/817460/819940/829112/824900/839138/837280/842022/837296/819566/832428",17
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","16/2105","64/20875",0.000479055900790922,0.00350832760058779,0.00251947223894736,"818902/831599/833862/844329/814732/833738/830635/829623/818721/832075/831024/821995/834660/816149/824484/827506",16
"GO:0006813","GO:0006813","potassium ion transport","15/2105","58/20875",0.000482940384056054,0.0035236761355201,0.00253049464394283,"829400/826973/834679/844299/827740/817206/818071/835245/814729/827481/839997/819566/830799/839907/843366",15
"GO:0019725","GO:0019725","cellular homeostasis","49/2105","300/20875",0.000486522890562996,0.00353671621553174,0.00253985925390043,"830991/834896/831754/842368/837408/834895/817459/824349/817458/842909/821047/817460/821175/825291/819940/844166/818721/829112/828899/824900/844299/829558/816248/839138/831720/838472/829142/835005/823950/842865/820622/822003/837280/838199/842022/814729/838723/832496/815004/842170/824539/837296/819566/839277/820384/832428/842910/828316/839780",49
"GO:0170033","GO:0170033","L-amino acid metabolic process","34/2105","187/20875",0.000499920674013341,0.00360748618244059,0.00259068203537278,"827024/818902/817180/831599/833862/844329/814732/828364/821817/838352/833738/826844/829715/814770/830635/829623/829452/818721/832075/831024/823601/816270/821995/828798/834660/816149/838301/840543/837168/843565/824484/827506/827122/835598",34
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","34/2105","187/20875",0.000499920674013341,0.00360748618244059,0.00259068203537278,"827024/818902/817180/831599/833862/844329/814732/828364/821817/838352/833738/826844/829715/814770/830635/829623/829452/818721/832075/831024/823601/816270/821995/828798/834660/816149/838301/840543/837168/843565/824484/827506/827122/835598",34
"GO:0015711","GO:0015711","organic anion transport","33/2105","180/20875",0.000515097081730297,0.00370343522265943,0.00265958692987137,"838122/842477/829671/827860/834078/828955/821086/818060/844074/830806/831193/817544/814811/825927/837998/822740/827187/816783/832845/818232/828400/824786/832812/824895/842170/844390/824578/821373/828383/831479/821597/830144/839134",33
"GO:0006576","GO:0006576","biogenic amine metabolic process","17/2105","71/20875",0.000555684739001407,0.00398072340302826,0.00285871881040341,"829566/830457/829623/824629/837444/835392/814980/830154/835571/828815/839103/842580/816149/818588/833841/836565/822529",17
"GO:0048878","GO:0048878","chemical homeostasis","63/2105","413/20875",0.000568412177450171,0.00405714488977115,0.00291360017731896,"830991/834896/828470/831754/834895/842203/817459/824349/817458/844278/831483/821047/827208/817460/820709/821175/837365/823896/819940/844166/818721/834842/829112/828899/824900/843820/842710/844299/842281/839138/831720/838472/827381/829142/835005/823950/842865/820622/837280/837140/842721/843161/842977/838199/842022/814729/838723/832496/836635/815004/824895/842170/824539/821030/840543/837296/819566/839277/820384/834509/832428/828316/839780",63
"GO:0141124","GO:0141124","intracellular signaling cassette","27/2105","138/20875",0.000570516697349926,0.00405746532050309,0.00291383029161429,"830991/834896/829691/834895/817875/817459/817458/817460/828763/827114/819940/826406/827330/819832/829103/825257/836819/827481/841591/819566/829976/826407/821676/837393/826409/828713/841327",27
"GO:0055080","GO:0055080","monoatomic cation homeostasis","43/2105","257/20875",0.000630175194914985,0.00446562997835439,0.0032069498749176,"830991/834896/828470/831754/834895/842203/817459/824349/817458/844278/817460/837365/819940/844166/829112/828899/824900/844299/842281/839138/831720/838472/829142/823950/842865/820622/837280/842721/842977/842022/814729/832496/815004/824539/821030/837296/819566/839277/820384/834509/832428/828316/839780",43
"GO:0032511","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","9/2105","26/20875",0.000671803277356886,0.00474355719137299,0.00340654067069479,"844033/831682/828782/820233/831551/838077/836508/818422/828241",9
"GO:0006568","GO:0006568","tryptophan metabolic process","11/2105","37/20875",0.000763004807413457,0.00534917961069221,0.00384146267527135,"829566/830457/824629/814980/830154/835571/828815/839103/818588/833841/822529",11
"GO:0006586","GO:0006586","indolalkylamine metabolic process","11/2105","37/20875",0.000763004807413457,0.00534917961069221,0.00384146267527135,"829566/830457/824629/814980/830154/835571/828815/839103/818588/833841/822529",11
"GO:0006644","GO:0006644","phospholipid metabolic process","39/2105","229/20875",0.000776311827969405,0.00542317128049549,0.00389459909216454,"819730/836633/826958/841160/824660/821175/820316/831298/821243/827526/818802/826791/823639/839558/826790/826673/843500/10723040/840326/818720/819260/841689/814646/830333/838074/826789/820932/831966/825146/837163/842381/837820/819902/820647/837069/821244/824309/840311/843840",39
"GO:0010628","GO:0010628","positive regulation of gene expression","19/2105","86/20875",0.00079011184076415,0.00550007182440062,0.00394982448944399,"842932/842404/835511/3768816/820019/820117/843273/818641/837101/843771/819212/816309/836428/837955/837246/838759/827925/835632/837384",19
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","26/2105","134/20875",0.000813645801373349,0.00564265342499974,0.00405221811552212,"842880/819562/832750/843716/822299/824408/820141/839418/841899/836377/835005/818706/839846/838668/828685/839735/843161/835882/836163/815007/838824/830626/821676/822529/831876/838147",26
"GO:0009065","GO:0009065","glutamine family amino acid catabolic process","7/2105","17/20875",0.0008191872485025,0.00564265342499974,0.00405221811552212,"831599/833862/814732/830635/829623/834660/816149",7
"GO:0052482","GO:0052482","defense response by cell wall thickening","7/2105","17/20875",0.0008191872485025,0.00564265342499974,0.00405221811552212,"835828/824629/839028/842281/830154/825650/838438",7
"GO:0009226","GO:0009226","nucleotide-sugar biosynthetic process","12/2105","43/20875",0.000835668253337002,0.00573612006645956,0.00411934029886276,"834475/843027/839942/821995/817426/823794/825458/818066/824280/844193/831402/831926",12
"GO:0016236","GO:0016236","macroautophagy","15/2105","61/20875",0.000857302373283433,0.00586418637280681,0.00421130990384844,"824489/825794/819816/828287/831870/829174/829059/825452/820142/836827/821453/834630/825369/834415/831594",15
"GO:0030003","GO:0030003","intracellular monoatomic cation homeostasis","34/2105","193/20875",0.000893888982617375,0.0060932916808174,0.00437583971093699,"830991/834896/831754/834895/817459/824349/817458/817460/819940/844166/829112/828899/824900/844299/839138/831720/838472/829142/823950/842865/820622/837280/842022/814729/832496/815004/824539/837296/819566/839277/820384/832428/828316/839780",34
"GO:2000762","GO:2000762","regulation of phenylpropanoid metabolic process","9/2105","27/20875",0.000918290919934879,0.00617627619775704,0.0044354342558298,"832145/830416/828364/838136/826844/830018/822338/844383/819423",9
"GO:0015031","GO:0015031","protein transport","70/2105","478/20875",0.000921473473200537,0.00617627619775704,0.0044354342558298,"828470/837894/840119/839974/831319/827757/839230/839242/824489/825318/818059/827972/844033/836623/826820/838399/824405/816490/824352/842418/831682/814874/830148/837438/838224/831569/837428/2745821/828571/829065/837054/828520/820355/819832/829358/831870/839001/830801/839464/831551/829059/816289/824478/837791/825257/827706/834549/827614/824539/838077/815211/815960/820142/824451/832543/836381/818422/830626/821074/838327/841841/843918/838792/839062/817230/825402/835297/820284/828241/832340",70
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","8/2105","22/20875",0.00092173868128963,0.00617627619775704,0.0044354342558298,"830991/834896/834895/817459/817458/817460/819940/819566",8
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","8/2105","22/20875",0.00092173868128963,0.00617627619775704,0.0044354342558298,"826973/844299/838472/817206/814729/827481/815004/839907",8
"GO:1900056","GO:1900056","negative regulation of leaf senescence","8/2105","22/20875",0.00092173868128963,0.00617627619775704,0.0044354342558298,"843353/818902/836383/821185/824807/818670/834630/837384",8
"GO:0048868","GO:0048868","pollen tube development","42/2105","255/20875",0.000998120323049525,0.0066654136827375,0.00478670370804125,"821197/828212/837429/831154/839416/818097/828800/6240393/820049/817807/826456/842831/828943/831247/820603/831091/837444/833623/842337/816248/842275/819832/818720/825829/822003/819903/824862/831966/820201/827481/821312/819724/834766/820142/819902/838713/836163/821074/821435/828151/831400/833544",42
"GO:0090332","GO:0090332","stomatal closure","15/2105","62/20875",0.00102705775312618,0.00683548572181949,0.00490883933215356,"838122/837408/825139/818491/837210/824807/818706/817206/818670/817745/820647/821676/828151/831285/839134",15
"GO:0006470","GO:0006470","protein dephosphorylation","25/2105","129/20875",0.00103286491345789,0.00685098949330652,0.00491997321881056,"836040/825399/830937/829536/840379/837276/818609/817438/843609/830564/824693/817553/834684/817489/838835/831059/828714/829303/817935/819724/842708/818571/827539/838330/822171",25
"GO:0006886","GO:0006886","intracellular protein transport","54/2105","350/20875",0.00103948365177362,0.00687175434226185,0.00493488529842368,"828470/840119/839974/831319/827757/839230/839242/824489/825318/818059/844033/836623/826820/838399/824405/824352/831682/830148/837438/831569/837428/828571/837054/820355/819832/831870/839001/831551/829059/816289/824478/837791/827706/834549/827614/824539/838077/815960/820142/824451/832543/836381/818422/821074/841841/843918/838792/839062/817230/825402/835297/820284/828241/832340",54
"GO:0009311","GO:0009311","oligosaccharide metabolic process","19/2105","88/20875",0.00106076073519721,0.00698895869009533,0.00501905449077645,"818902/842975/841567/836638/828081/828603/825476/832206/829638/830979/828355/843531/815080/826855/828504/838723/840454/819828/814817",19
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","36/2105","210/20875",0.00107144253403812,0.00701243120284083,0.00503591105349617,"838122/842945/832474/823679/828641/818374/821855/837075/828053/821027/838420/829946/828638/831156/832477/821667/830996/834842/821613/842710/832196/844174/842104/818262/839323/835681/838835/837405/819685/820956/838501/818571/836366/843071/821170/839141",36
"GO:0104004","GO:0104004","cellular response to environmental stimulus","36/2105","210/20875",0.00107144253403812,0.00701243120284083,0.00503591105349617,"838122/842945/832474/823679/828641/818374/821855/837075/828053/821027/838420/829946/828638/831156/832477/821667/830996/834842/821613/842710/832196/844174/842104/818262/839323/835681/838835/837405/819685/820956/838501/818571/836366/843071/821170/839141",36
"GO:0048527","GO:0048527","lateral root development","28/2105","151/20875",0.00109696916608072,0.00715572601714905,0.00513881686724463,"831147/829860/837327/816256/819248/843208/829861/841944/820386/830457/838716/842281/842052/828967/832196/833957/821808/839103/820398/819927/838456/821416/835882/838740/824484/840115/834610/824568",28
"GO:0000422","GO:0000422","autophagy of mitochondrion","10/2105","33/20875",0.00111675000374232,0.00726071784611345,0.00521421575483648,"825794/819816/828287/829174/824876/825452/821453/834630/834415/831594",10
"GO:0046942","GO:0046942","carboxylic acid transport","27/2105","144/20875",0.00112237872333879,0.00727330949005729,0.00522325832467913,"838122/842477/829671/827860/834078/821086/818060/844074/830806/817544/825927/822740/827187/816783/832845/818232/824786/824895/842170/844390/824578/821373/828383/831479/821597/830144/839134",27
"GO:0022411","GO:0022411","cellular component disassembly","26/2105","137/20875",0.00114330035741844,0.00738459575119453,0.00530317749912127,"818785/824918/824489/841944/830671/843273/825794/819988/837101/819816/828287/817103/831870/829174/831591/824876/825452/836428/837955/820142/821453/834630/817676/834415/835056/831594",26
"GO:0090697","GO:0090697","post-embryonic plant organ morphogenesis","25/2105","130/20875",0.00115869135859583,0.00745954894259407,0.00535700442364222,"829860/816256/843208/829861/841944/825476/830457/832146/828967/832196/821808/838510/839103/820398/819927/821416/835421/835882/838740/824484/830497/840115/836560/837766/820317",25
"GO:0043162","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","7/2105","18/20875",0.00122446182665123,0.00785729576059583,0.00564264253392509,"844033/831682/831551/824478/838077/818422/828241",7
"GO:0008300","GO:0008300","isoprenoid catabolic process","9/2105","28/20875",0.0012333474680521,0.00786308903580142,0.00564680291964579,"827562/829417/839508/839889/827663/816152/839883/817457/838824",9
"GO:0010229","GO:0010229","inflorescence development","9/2105","28/20875",0.0012333474680521,0.00786308903580142,0.00564680291964579,"829112/816209/820398/835421/841591/821676/823754/817343/837443",9
"GO:0006995","GO:0006995","cellular response to nitrogen starvation","11/2105","39/20875",0.00123849023444712,0.00787040568342202,0.00565205730083847,"819730/834574/28717277/822299/825794/841899/819816/838652/828287/834630/831594",11
"GO:0032504","GO:0032504","multicellular organism reproduction","38/2105","227/20875",0.00124793198161086,0.00790490676454466,0.00567683392548652,"833998/818785/842932/828081/822371/824918/828800/817807/818608/831159/828669/839889/822110/831156/827663/843584/819988/828782/839323/839574/835005/817457/819903/820206/824627/819212/830056/837163/828953/821163/830497/815209/828404/839854/823396/828151/819620/820317",38
"GO:0046486","GO:0046486","glycerolipid metabolic process","34/2105","197/20875",0.00128852387957844,0.00813587193195358,0.00584269937298724,"824082/819730/836633/841160/822299/821175/820316/827526/826791/839558/826790/841899/826673/843500/10723040/840326/818720/819260/841689/830333/838074/826789/820932/825146/831117/837163/842381/844385/837820/820647/837069/824309/840311/843840",34
"GO:0009813","GO:0009813","flavonoid biosynthetic process","18/2105","83/20875",0.00134532505747444,0.00846738135215543,0.00608076972337532,"818902/832524/829559/843842/829560/827208/816173/816041/842956/828669/816040/821710/817157/836480/836477/830320/844193/817382",18
