"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046352","BP","GO:0046352","disaccharide catabolic process","6/1678","17/20875",0.00152358509693344,0.0110899998888342,0.00844057837303028,"828603/843531/829638/828504/843945/838871",6
"GO:0052482","BP","GO:0052482","defense response by cell wall thickening","6/1678","17/20875",0.00152358509693344,0.0110899998888342,0.00844057837303028,"839028/835828/824629/830154/838438/842281",6
"GO:1902288","BP","GO:1902288","regulation of defense response to oomycetes","6/1678","17/20875",0.00152358509693344,0.0110899998888342,0.00844057837303028,"841606/837210/822093/831345/827085/821788",6
"GO:0010230","BP","GO:0010230","alternative respiration","5/1678","12/20875",0.00163427750045819,0.0118016798155617,0.0089822366469951,"840127/816381/825844/821806/828321",5
"GO:0042436","BP","GO:0042436","indole-containing compound catabolic process","5/1678","12/20875",0.00163427750045819,0.0118016798155617,0.0089822366469951,"841032/829566/830154/818588/842281",5
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","37/1678","278/20875",0.00168183208625914,0.0120972725259663,0.0092072117113482,"821135/829869/843838/821249/827371/831483/817901/6241037/820709/826456/834758/832820/830894/816412/841944/842864/822169/832383/831604/817876/842748/843947/835258/821460/818879/816894/827381/819865/828484/819870/819767/820462/827314/836635/832812/814974/827088",37
"GO:0009812","BP","GO:0009812","flavonoid metabolic process","18/1678","105/20875",0.00169921364867608,0.0121743660240439,0.0092658874299323,"818902/843842/832524/829559/816041/814904/837365/829560/816173/842956/816040/828669/817157/828896/836477/821710/830996/835504",18
"GO:0010565","BP","GO:0010565","regulation of cellular ketone metabolic process","17/1678","97/20875",0.0017631449395117,0.0125830695487808,0.00957695092555491,"842880/843716/832750/843161/824408/820141/822529/836377/828685/818708/818706/822530/838668/839846/826918/839735/818701",17
"GO:0006066","BP","GO:0006066","alcohol metabolic process","24/1678","158/20875",0.00184891986628125,0.0131438778042639,0.0100037810500001,"827562/842880/828732/839889/822299/817457/827526/835987/835991/817525/816218/831604/10723114/820139/841899/844385/829473/816152/818706/838668/831884/828805/817257/838224",24
"GO:0009593","BP","GO:0009593","detection of chemical stimulus","8/1678","30/20875",0.00201654934083782,0.014224848052937,0.0108265055039494,"817828/827114/819700/842432/824355/829558/821717/829335",8
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification","8/1678","30/20875",0.00201654934083782,0.014224848052937,0.0108265055039494,"836533/832537/824120/837405/816248/824119/838652/843864",8
"GO:0006099","BP","GO:0006099","tricarboxylic acid cycle","11/1678","51/20875",0.00207034233143659,0.0145481363059025,0.0110725595944443,"816218/820139/828798/818879/822359/834065/841765/836809/831884/828805/835177",11
"GO:0170033","BP","GO:0170033","L-amino acid metabolic process","27/1678","187/20875",0.00213103167524596,0.0146932296687199,0.0111829898841235,"827024/817180/818902/828364/833862/844329/831599/826844/838352/833738/814732/814770/829452/821817/823601/831024/834660/821995/832075/837168/829623/828798/830635/843565/818721/831519/827506",27
"GO:0170039","BP","GO:0170039","proteinogenic amino acid metabolic process","27/1678","187/20875",0.00213103167524596,0.0146932296687199,0.0111829898841235,"827024/817180/818902/828364/833862/844329/831599/826844/838352/833738/814732/814770/829452/821817/823601/831024/834660/821995/832075/837168/829623/828798/830635/843565/818721/831519/827506",27
"GO:0002252","BP","GO:0002252","immune effector process","6/1678","18/20875",0.00213120189502506,0.0146932296687199,0.0111829898841235,"834101/842710/824807/820357/818166/834768",6
"GO:0009313","BP","GO:0009313","oligosaccharide catabolic process","6/1678","18/20875",0.00213120189502506,0.0146932296687199,0.0111829898841235,"828603/843531/829638/828504/843945/838871",6
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","6/1678","18/20875",0.00213120189502506,0.0146932296687199,0.0111829898841235,"843716/832750/834758/827493/842432/821717",6
"GO:0035966","BP","GO:0035966","response to topologically incorrect protein","10/1678","44/20875",0.00216137687903394,0.0148452464586278,0.0112986895813369,"837429/836572/817155/814811/834207/840897/837998/832950/816258/820249",10
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","21/1678","134/20875",0.00234749204466343,0.0160631759011239,0.012225653424011,"842880/843716/819562/832750/843161/822299/824408/820141/822529/841899/836377/828685/818708/821676/818706/822530/838668/839846/826918/839735/818701",21
"GO:0048878","BP","GO:0048878","chemical homeostasis","50/1678","413/20875",0.0023947059996297,0.0163251039601622,0.0124250063845673,"830991/834896/824349/828470/834895/842203/817459/817458/844278/831754/831483/837365/821047/817460/820709/819940/843161/842710/823875/823896/839138/844166/823950/842977/834842/843186/841044/824900/840139/829112/839780/828899/831720/838723/827381/816847/842022/838472/821788/834806/818721/824895/821175/839349/842865/844299/836635/842281/826595/830313",50
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","11/1678","52/20875",0.00243841727650446,0.0165612950341028,0.0126047709734392,"824349/821863/825513/831754/823875/829918/839138/824900/829112/842022/839670",11
"GO:0005987","BP","GO:0005987","sucrose catabolic process","5/1678","13/20875",0.00248089389039143,0.0166949556868606,0.0127064998486693,"828603/843531/829638/843945/838871",5
"GO:2000068","BP","GO:2000068","regulation of defense response to insect","5/1678","13/20875",0.00248089389039143,0.0166949556868606,0.0127064998486693,"817495/824763/830142/824408/821808",5
"GO:0006457","BP","GO:0006457","protein folding","27/1678","189/20875",0.00248551064413031,0.0166949556868606,0.0127064998486693,"837429/831856/837365/835341/816578/837252/843560/831076/824661/844087/834913/831075/829073/834207/820438/825434/820102/828520/832267/836301/832950/838779/837441/835421/833746/842280/819360",27
"GO:0009308","BP","GO:0009308","amine metabolic process","20/1678","126/20875",0.00252624074753906,0.0169063803873768,0.0128674147966034,"816469/841032/835799/835392/837444/829566/831452/826838/824629/814980/830154/839103/830457/822529/829096/829623/842580/818588/828815/822530",20
"GO:0048585","BP","GO:0048585","negative regulation of response to stimulus","33/1678","246/20875",0.00255271806500345,0.0170212259297858,0.0129548235261988,"841606/824763/836040/833523/833963/838136/843810/830058/825139/825291/824405/824408/820264/839265/831158/827493/834892/821808/837673/844166/824359/821182/822474/836377/820355/842733/837255/836739/829473/839722/821251/842281/832215",33
"GO:0031407","BP","GO:0031407","oxylipin metabolic process","7/1678","25/20875",0.00282734449872553,0.0187838487242602,0.0142963524701107,"829869/827371/817901/817197/821808/841944/816894",7
"GO:0009789","BP","GO:0009789","positive regulation of abscisic acid-activated signaling pathway","11/1678","53/20875",0.00285764677968827,0.0189163792264147,0.0143972211898101,"839324/834360/832750/817807/843418/814683/838922/828444/843106/817876/821005",11
"GO:0048528","BP","GO:0048528","post-embryonic root development","24/1678","164/20875",0.00305324681424797,0.0201382019120254,0.0153271481726071,"831147/843208/820386/816256/829861/814929/819248/829860/814909/828967/840371/833957/821808/841944/838716/821416/839103/830457/821378/837327/838740/842281/838456/842052",24
"GO:0015849","BP","GO:0015849","organic acid transport","22/1678","146/20875",0.00309333779041108,0.020329237924752,0.0154725453280312,"838122/829671/842477/827860/821086/830806/834078/831202/844074/818060/825927/819425/817544/821597/832845/816783/841044/824786/831479/834806/824895/828383",22
"GO:0120254","BP","GO:0120254","olefinic compound metabolic process","15/1678","86/20875",0.0033545449039109,0.0219668585643197,0.0167189353633892,"827562/842880/837082/828726/839889/819562/817457/817525/821710/821676/818706/836475/838668/817257/838224",15
"GO:0141124","BP","GO:0141124","intracellular signaling cassette","21/1678","138/20875",0.00336811763263849,0.0219769675529661,0.0167266292959227,"830991/834896/834895/817459/817875/817458/827114/829691/817460/819940/826406/824355/829103/841591/824847/828713/821676/819832/835360/826409/827330",21
"GO:0051553","BP","GO:0051553","flavone biosynthetic process","7/1678","26/20875",0.00360423508914016,0.023277892133618,0.0177167605845126,"829559/816041/829560/816173/816040/836477/835504",7
"GO:0051555","BP","GO:0051555","flavonol biosynthetic process","7/1678","26/20875",0.00360423508914016,0.023277892133618,0.0177167605845126,"829559/816041/829560/816173/816040/836477/835504",7
"GO:0033198","BP","GO:0033198","response to ATP","5/1678","14/20875",0.00360571618709025,0.023277892133618,0.0177167605845126,"817022/819248/843997/821036/842733",5
"GO:0021700","BP","GO:0021700","developmental maturation","32/1678","242/20875",0.00367102541293829,0.023616068413515,0.0179741459247275,"834489/833998/818727/822371/839889/843282/831156/818608/836633/817869/828081/819314/817457/816281/831554/831159/824932/820206/837588/844081/819865/819804/837255/824627/816961/819832/821251/842281/819724/834412/839854/827088",32
"GO:0010876","BP","GO:0010876","lipid localization","24/1678","167/20875",0.00386951576709824,0.0246491625376291,0.0187604319489575,"838122/821832/830121/819037/822148/823932/830796/830375/820456/819425/817544/821597/820603/819715/843201/843602/837881/816913/828891/824895/818435/834447/839854/821356",24
"GO:0055062","BP","GO:0055062","phosphate ion homeostasis","6/1678","20/20875",0.00387113011807094,0.0246491625376291,0.0187604319489575,"824349/821047/843161/823896/821175/830313",6
"GO:0090696","BP","GO:0090696","post-embryonic plant organ development","29/1678","214/20875",0.00387209066683063,0.0246491625376291,0.0187604319489575,"831147/843208/820386/816256/829861/814929/819248/829860/814909/828967/840371/833957/825476/821808/841944/832146/838716/821416/839103/830457/821378/837327/835421/838510/838740/842281/838456/842052/842254",29
"GO:0071470","BP","GO:0071470","cellular response to osmotic stress","11/1678","56/20875",0.00447311216413112,0.0283763052912068,0.0215971533947997,"842945/828641/823679/837075/829946/831156/842710/832477/834842/814721/837405",11
"GO:0051552","BP","GO:0051552","flavone metabolic process","7/1678","27/20875",0.00453324703531804,0.0285594563225036,0.0217365493054633,"829559/816041/829560/816173/816040/836477/835504",7
"GO:0051554","BP","GO:0051554","flavonol metabolic process","7/1678","27/20875",0.00453324703531804,0.0285594563225036,0.0217365493054633,"829559/816041/829560/816173/816040/836477/835504",7
"GO:0042759","BP","GO:0042759","long-chain fatty acid biosynthetic process","9/1678","41/20875",0.00455147825968476,0.0285757758778146,0.0217489700887812,"821135/817901/6241037/826456/841944/822169/817876/821460/827381",9
"GO:0009060","BP","GO:0009060","aerobic respiration","17/1678","106/20875",0.00459573289390099,0.0287548082094422,0.0218852312647556,"840127/816381/825844/816218/821806/820139/828798/818879/828321/822359/834065/841765/836809/831884/828805/826595/835177",17
"GO:0016145","BP","GO:0016145","S-glycoside catabolic process","8/1678","34/20875",0.00469221371332002,0.0290599134041887,0.0221174462633211,"825182/832525/825184/842945/834871/817869/819055/842281",8
"GO:0019759","BP","GO:0019759","glycosinolate catabolic process","8/1678","34/20875",0.00469221371332002,0.0290599134041887,0.0221174462633211,"825182/832525/825184/842945/834871/817869/819055/842281",8
"GO:0019762","BP","GO:0019762","glucosinolate catabolic process","8/1678","34/20875",0.00469221371332002,0.0290599134041887,0.0221174462633211,"825182/832525/825184/842945/834871/817869/819055/842281",8
"GO:0010225","BP","GO:0010225","response to UV-C","5/1678","15/20875",0.00505417629545895,0.0309865103751795,0.023583775649245,"838212/824408/821788/824693/832250",5
"GO:0034052","BP","GO:0034052","positive regulation of plant-type hypersensitive response","5/1678","15/20875",0.00505417629545895,0.0309865103751795,0.023583775649245,"838338/831173/829589/843620/821717",5
"GO:0046683","BP","GO:0046683","response to organophosphorus","5/1678","15/20875",0.00505417629545895,0.0309865103751795,0.023583775649245,"817022/819248/843997/821036/842733",5
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","20/1678","134/20875",0.00518435210678403,0.031404689542317,0.0239020510387467,"842342/834475/837112/828732/819288/817426/843027/827834/839942/842114/817697/837111/834076/835258/819331/823794/818708/831419/819567/843864",20
"GO:0016143","BP","GO:0016143","S-glycoside metabolic process","19/1678","125/20875",0.00519114189478912,0.031404689542317,0.0239020510387467,"825182/832525/825184/839488/842945/831174/834871/6241037/837768/826456/817869/819055/824807/838708/835828/820331/838438/836499/842281",19
"GO:0019757","BP","GO:0019757","glycosinolate metabolic process","19/1678","125/20875",0.00519114189478912,0.031404689542317,0.0239020510387467,"825182/832525/825184/839488/842945/831174/834871/6241037/837768/826456/817869/819055/824807/838708/835828/820331/838438/836499/842281",19
"GO:0019760","BP","GO:0019760","glucosinolate metabolic process","19/1678","125/20875",0.00519114189478912,0.031404689542317,0.0239020510387467,"825182/832525/825184/839488/842945/831174/834871/6241037/837768/826456/817869/819055/824807/838708/835828/820331/838438/836499/842281",19
"GO:0010431","BP","GO:0010431","seed maturation","15/1678","90/20875",0.00521726376132463,0.0314585507984822,0.0239430447410451,"833998/818727/822371/839889/831156/818608/817869/828081/817457/831159/820206/837255/824627/821251/839854",15
"GO:0046942","BP","GO:0046942","carboxylic acid transport","21/1678","144/20875",0.00557573905866466,0.0330854684871288,0.0251812887802824,"838122/829671/842477/827860/821086/830806/834078/844074/818060/825927/819425/817544/821597/832845/816783/841044/824786/831479/834806/824895/828383",21
"GO:0008300","BP","GO:0008300","isoprenoid catabolic process","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"827562/829417/839889/839508/817457/819107/816152",7
"GO:0009688","BP","GO:0009688","abscisic acid biosynthetic process","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"827562/842880/839889/818706/838668/817257/838224",7
"GO:0010039","BP","GO:0010039","response to iron ion","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"830142/835437/828512/817362/837405/831720/838472",7
"GO:0010229","BP","GO:0010229","inflorescence development","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"816209/841591/829112/821676/835421/823706/823754",7
"GO:0043289","BP","GO:0043289","apocarotenoid biosynthetic process","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"827562/842880/839889/818706/838668/817257/838224",7
"GO:1901616","BP","GO:1901616","organic hydroxy compound catabolic process","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"826642/832524/828732/814770/817457/844385/816152",7
"GO:1902645","BP","GO:1902645","tertiary alcohol biosynthetic process","7/1678","28/20875",0.00563195440585498,0.0330854684871288,0.0251812887802824,"827562/842880/839889/818706/838668/817257/838224",7
"GO:0051592","BP","GO:0051592","response to calcium ion","8/1678","35/20875",0.00566192917542221,0.033154950652232,0.0252341715274384,"834473/824349/827114/837408/838832/824355/825138/825804",8
"GO:1990748","BP","GO:1990748","cellular detoxification","10/1678","50/20875",0.00576452226866125,0.0336478664052527,0.0256093287940189,"835511/836533/832537/824120/837405/816248/824119/838652/842281/843864",10
"GO:0120255","BP","GO:0120255","olefinic compound biosynthetic process","12/1678","66/20875",0.0058707997349812,0.0340392873807732,0.0259072385734459,"827562/842880/837082/828726/839889/819562/821676/818706/836475/838668/817257/838224",12
"GO:0051176","BP","GO:0051176","positive regulation of sulfur metabolic process","4/1678","10/20875",0.00588747389837128,0.0340392873807732,0.0259072385734459,"843107/819562/824408/821676",4
"GO:0120253","BP","GO:0120253","hydrocarbon catabolic process","4/1678","10/20875",0.00588747389837128,0.0340392873807732,0.0259072385734459,"827562/829417/839889/819107",4
"GO:0019725","BP","GO:0019725","cellular homeostasis","37/1678","300/20875",0.00608745415588856,0.035084475529364,0.026702729337303,"830991/834896/824349/834895/842909/817459/817458/837408/831754/842368/821047/817460/819940/825291/823875/839138/844166/823950/841044/824900/829112/839780/829558/816248/828899/831720/822003/838723/816847/842022/838472/834806/818721/821175/842865/844299/842910",37
"GO:0009813","BP","GO:0009813","flavonoid biosynthetic process","14/1678","83/20875",0.00613164479318708,0.0352280347080277,0.0268119919622646,"818902/843842/832524/829559/816041/829560/816173/842956/816040/828669/817157/836477/821710/835504",14
"GO:0098657","BP","GO:0098657","import into cell","19/1678","127/20875",0.00617228169306057,0.0353503406057106,0.0269050787544399,"838122/827860/839416/828212/818506/821086/832596/814723/818060/824352/830401/819314/814721/824786/833474/838472/839907/844299/839378",19
"GO:0009309","BP","GO:0009309","amine biosynthetic process","9/1678","43/20875",0.00633815998117368,0.0360742002666801,0.0274560070015754,"835392/837444/831452/824629/814980/839103/830457/829623/828815",9
"GO:0042401","BP","GO:0042401","biogenic amine biosynthetic process","9/1678","43/20875",0.00633815998117368,0.0360742002666801,0.0274560070015754,"835392/837444/831452/824629/814980/839103/830457/829623/828815",9
"GO:0000165","BP","GO:0000165","MAPK cascade","6/1678","22/20875",0.00648631750454397,0.0364630833255441,0.0277519851773363,"826406/829103/841591/828713/821676/826409",6
"GO:0015865","BP","GO:0015865","purine nucleotide transport","6/1678","22/20875",0.00648631750454397,0.0364630833255441,0.0277519851773363,"828955/831193/828400/832812/818584/819362",6
"GO:0051503","BP","GO:0051503","adenine nucleotide transport","6/1678","22/20875",0.00648631750454397,0.0364630833255441,0.0277519851773363,"828955/831193/828400/832812/818584/819362",6
"GO:1900056","BP","GO:1900056","negative regulation of leaf senescence","6/1678","22/20875",0.00648631750454397,0.0364630833255441,0.0277519851773363,"843353/818902/821185/836383/824807/834630",6
"GO:0097237","BP","GO:0097237","cellular response to toxic substance","10/1678","51/20875",0.00666554176554531,0.0373556589130407,0.0284313228036337,"835511/836533/832537/824120/837405/816248/824119/838652/842281/843864",10
"GO:0098660","BP","GO:0098660","inorganic ion transmembrane transport","33/1678","262/20875",0.00676516157560664,0.0377980128398573,0.0287679975579475,"824046/824349/828470/821863/844278/818506/825513/831754/835085/830806/820765/829439/842041/823875/817490/829918/843122/839138/816783/818409/823950/824900/840139/843519/829112/816847/842022/838472/837327/839907/839670/844299/842387",33
"GO:0052544","BP","GO:0052544","defense response by callose deposition in cell wall","5/1678","16/20875",0.00687093765468957,0.0382719606558471,0.0291287183627886,"835828/824629/830154/838438/842281",5
"GO:0071369","BP","GO:0071369","cellular response to ethylene stimulus","15/1678","93/20875",0.0071025000740257,0.0394415429642704,0.0300188852912749,"834101/820429/823679/830917/821902/842710/824408/824807/827297/837125/839733/819093/834768/822041/829335",15
"GO:1902074","BP","GO:1902074","response to salt","9/1678","44/20875",0.0074121899217239,0.0410365787484532,0.0312328640720806,"842880/838107/832491/817103/834210/833957/823713/828945/823754",9
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","15/1678","94/20875",0.00783980821927848,0.0432728991438724,0.0329349233826264,"829671/842477/827860/821086/830806/834078/831202/844074/818060/825927/816783/841044/824786/824895/828383",15
"GO:0042026","BP","GO:0042026","protein refolding","8/1678","37/20875",0.00805016603125949,0.0443001606599732,0.0337167702197013,"837429/831856/834207/820438/825434/820102/832267/832950",8
"GO:0031408","BP","GO:0031408","oxylipin biosynthetic process","6/1678","23/20875",0.00818897760938828,0.0449287149920492,0.0341951617575531,"829869/827371/817197/821808/841944/816894",6
"GO:0009687","BP","GO:0009687","abscisic acid metabolic process","9/1678","45/20875",0.00861971811917031,0.0467178988909613,0.0355569063088525,"827562/842880/839889/817457/817525/818706/838668/817257/838224",9
"GO:0043288","BP","GO:0043288","apocarotenoid metabolic process","9/1678","45/20875",0.00861971811917031,0.0467178988909613,0.0355569063088525,"827562/842880/839889/817457/817525/818706/838668/817257/838224",9
"GO:1902644","BP","GO:1902644","tertiary alcohol metabolic process","9/1678","45/20875",0.00861971811917031,0.0467178988909613,0.0355569063088525,"827562/842880/839889/817457/817525/818706/838668/817257/838224",9
"GO:0006915","BP","GO:0006915","apoptotic process","4/1678","11/20875",0.00866850997484175,0.0467178988909613,0.0355569063088525,"822119/834758/816258/836158",4
"GO:0070370","BP","GO:0070370","cellular heat acclimation","4/1678","11/20875",0.00866850997484175,0.0467178988909613,0.0355569063088525,"817575/834913/830601/818429",4
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","4/1678","11/20875",0.00866850997484175,0.0467178988909613,0.0355569063088525,"843716/832750/842432/821717",4
"GO:0009225","BP","GO:0009225","nucleotide-sugar metabolic process","10/1678","53/20875",0.00879161699990391,0.0472420125259542,0.0359558082256132,"820307/834475/817744/817426/843027/839942/821995/823794/818066/831419",10
"GO:0042445","BP","GO:0042445","hormone metabolic process","21/1678","150/20875",0.00885715898611656,0.0474546318698972,0.0361176324144466,"816469/823555/837075/832221/835799/841602/835501/830154/839103/818252/821199/830457/829096/828484/821378/832812/831178/835504/823754/837972/827088",21
"GO:0055080","BP","GO:0055080","monoatomic cation homeostasis","32/1678","257/20875",0.00891746866580727,0.0476380562936546,0.0362572364036054,"830991/834896/824349/828470/834895/842203/817459/817458/844278/831754/837365/817460/819940/823875/839138/844166/823950/842977/824900/840139/829112/839780/828899/831720/816847/842022/838472/834806/839349/842865/844299/842281",32
"GO:0009861","BP","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance","5/1678","17/20875",0.00909900122042128,0.0483252186910165,0.0367802344313847,"834101/834469/820429/837125/828151",5
"GO:0014074","BP","GO:0014074","response to purine-containing compound","5/1678","17/20875",0.00909900122042128,0.0483252186910165,0.0367802344313847,"817022/819248/843997/821036/842733",5
"GO:0099503","CC","GO:0099503","secretory vesicle","38/1959","174/26704",9.47287417797426e-10,2.11245094168826e-07,2.01423219363242e-07,"818959/815949/843660/824893/826770/843842/837429/817142/839952/820429/6240315/818952/824073/819632/836533/824891/827725/826860/824661/844087/829566/826820/828416/834207/826792/828520/832950/824798/838779/837441/827367/816258/830736/837791/834321/818521/819360/836158",38
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","11/1959","19/26704",1.40278651677304e-08,1.56410696620194e-06,1.49138355993765e-06,"816469/817628/822298/817626/837429/820049/839355/834207/825434/832950/831917",11
"GO:0048046","CC","GO:0048046","apoplast","47/1959","331/26704",1.03167251707536e-05,0.000669487836270037,0.000638359891085897,"834742/818959/840190/819130/843353/824893/816381/828963/830416/817875/843842/842862/28717391/843208/841403/842863/824802/834485/830943/830142/6240315/28717277/828603/824073/827931/6240283/836533/824891/840188/6241037/834484/820496/5008204/5008297/827831/831863/830299/828416/838896/842861/820102/829466/829883/830736/841765/843211/819567",47
"GO:0005777","CC","GO:0005777","peroxisome","46/1959","326/26704",1.50109380329605e-05,0.000669487836270037,0.000638359891085897,"817484/832491/825394/817549/817426/817746/824329/817197/832820/827563/821006/829841/817715/836655/842864/826958/817697/831024/836423/831604/817876/817443/843947/817215/818879/832204/822003/843258/827381/828484/828891/817599/838652/819870/831498/819767/833746/820462/821248/827314/818998/836635/832812/818584/834412/827088",46
"GO:0042579","CC","GO:0042579","microbody","46/1959","326/26704",1.50109380329605e-05,0.000669487836270037,0.000638359891085897,"817484/832491/825394/817549/817426/817746/824329/817197/832820/827563/821006/829841/817715/836655/842864/826958/817697/831024/836423/831604/817876/817443/843947/817215/818879/832204/822003/843258/827381/828484/828891/817599/838652/819870/831498/819767/833746/820462/821248/827314/818998/836635/832812/818584/834412/827088",46
"GO:0031012","CC","GO:0031012","extracellular matrix","7/1959","23/26704",0.000972479905395546,0.0344323695981447,0.0328314310069636,"840190/843353/824140/839026/816817/827365/817544",7
"GO:0000421","CC","GO:0000421","autophagosome membrane","5/1959","12/26704",0.00108083671384311,0.0344323695981447,0.0328314310069636,"819816/828287/825794/841861/820798",5
"GO:0020037","MF","GO:0020037","heme binding","68/1956","366/26522",1.27671026506922e-12,8.24754831234716e-10,5.48313461208675e-10,"821135/819098/840264/817628/826447/832589/819165/818013/822298/830416/814788/819166/836866/817626/832560/838016/822222/821263/829891/824073/829327/842802/836533/835316/821250/818374/822224/836531/822223/820690/843308/821554/820696/822218/833954/817457/819159/816952/823988/816415/829479/835828/821646/842803/819309/817157/826842/829886/830154/833619/829779/832383/840263/842199/823989/816103/818588/820689/837304/817599/838652/823990/832583/822221/826595/830926/822219/837865",68
"GO:0071949","MF","GO:0071949","FAD binding","27/1956","81/26522",1.03776666971165e-11,2.57872106173883e-09,1.71438519339977e-09,"816469/839183/839181/839950/839488/839184/839180/839182/839953/833862/839952/819288/832221/835799/827834/834464/839954/843560/839958/817522/827831/818046/834465/829096/827381/836635/817257",27
"GO:0005509","MF","GO:0005509","calcium ion binding","53/1956","261/26522",1.19754848068367e-11,2.57872106173883e-09,1.71438519339977e-09,"838719/834473/829855/839974/824241/823902/827114/844307/834244/828603/838184/837430/827757/833963/825844/818059/843936/837365/817901/838185/838721/828234/842710/838506/835008/838470/825806/843997/821865/843998/826790/816235/838716/826791/818710/834842/824355/822147/818709/836301/824847/837441/838723/831123/843945/818708/835203/842865/838195/825804/828283/815960/827330",53
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","68/1956","389/26522",2.27103678496948e-11,3.66772440772572e-09,2.43837633754618e-09,"821135/819098/840264/817628/826447/832589/819165/818013/822298/830416/814788/819166/836866/817626/832560/838016/822222/821263/829891/824073/829327/842802/836533/835316/821250/818374/822224/836531/822223/820690/843308/821554/820696/822218/833954/817457/819159/816952/823988/816415/829479/835828/821646/842803/819309/817157/826842/829886/830154/833619/829779/832383/840263/842199/823989/816103/818588/820689/837304/817599/838652/823990/832583/822221/826595/830926/822219/837865",68
"GO:0004888","MF","GO:0004888","transmembrane signaling receptor activity","32/1956","115/26522",3.07483989697362e-11,3.97269314688992e-09,2.64112563782155e-09,"823671/830991/834896/834895/817459/817458/831700/833892/823679/820538/842890/817460/819940/825139/836150/817746/818348/828967/820035/825837/815862/824548/832170/830565/827890/817841/815863/822207/842891/833810/821717/828950",32
"GO:0005506","MF","GO:0005506","iron ion binding","60/1956","341/26522",2.58463717814565e-10,2.55812922407974e-08,1.70069532902808e-08,"819098/840264/817628/832589/819165/818013/822298/839488/814788/819166/836866/817626/832560/822222/821263/829891/829327/842802/828732/821047/835316/821250/832221/822224/822223/820690/821554/820696/822218/817457/819159/816952/823988/816281/835828/821646/842803/819309/817157/826842/829886/830154/833619/829779/832383/840263/823989/837168/817693/820689/831720/819804/817599/823990/832583/822221/830926/822219/837865/817257",60
"GO:0038023","MF","GO:0038023","signaling receptor activity","40/1956","181/26522",2.77196665147959e-10,2.55812922407974e-08,1.70069532902808e-08,"823671/830991/834896/834895/817459/834489/817458/831700/833892/843631/823679/820538/842890/817460/819940/825139/836150/817746/826456/818348/828967/820035/825837/815862/818626/824548/842010/832170/842432/830565/827890/837531/817841/815863/814753/822207/842891/833810/821717/828950",40
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","70/1956","435/26522",5.18326210796351e-10,4.13683692759665e-08,2.75025169701716e-08,"838508/819098/840264/817628/832589/819165/818013/822298/814788/819166/836866/817626/824763/832560/818241/832524/822222/821263/829891/829327/842802/831483/835316/821250/822224/820709/837768/822223/820690/843308/821554/820696/822218/824124/839508/817457/819159/816952/823988/816281/835828/821646/842803/819309/817157/826842/829886/833992/830154/833619/829779/836477/832383/840263/842199/823989/828132/837773/829765/820689/819804/817599/823990/832583/822221/830926/822219/837865/832482/837972",70
"GO:0050660","MF","GO:0050660","flavin adenine dinucleotide binding","37/1956","163/26522",5.76339510036685e-10,4.13683692759665e-08,2.75025169701716e-08,"816469/838508/839183/839181/839950/839488/839184/839180/820155/839182/839953/833862/839952/819288/832221/837768/835799/827834/834464/839954/843560/839958/817522/827831/818046/834465/829096/837773/820984/822003/827381/819865/836809/836635/831774/817257/832482",37
"GO:0004364","MF","GO:0004364","glutathione transferase activity","21/1956","61/26522",1.03158638389311e-09,6.66404803994949e-08,4.43039204871988e-08,"817496/843329/831800/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/817491/842261/844174/843864",21
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","23/1956","83/26522",1.93962760394007e-08,1.13909039285935e-06,7.57290011873252e-07,"823671/831700/833892/823679/820538/842890/825139/836150/817746/818348/828967/820035/825837/815862/824548/832170/827890/817841/815863/842891/833810/821717/828950",23
"GO:0016298","MF","GO:0016298","lipase activity","29/1956","128/26522",4.22891256494442e-08,2.27656459746175e-06,1.51350554955906e-06,"834101/829861/819730/818526/825433/817604/841837/827388/829860/832488/839917/820641/824408/817197/824660/821243/823875/829859/823964/821286/826790/826791/831037/10723040/818507/831345/822247/818527/841709",29
